National Type,Sales Rep,Account Name,Business Name,Corporate Account,Segment,First ,Last,Email,Primary Phone,Products,Site Type,Existing Domain,Sponsored Budget, Yodle Web , Organic Fee , Account Setup,Payment Type,Address 1,Address 2,City,State,Zip,Address Display,Template ID,Service Group,Mobile Logo,Franchise Location ID,Lead Destination Email,Lead Destination Number,Web Address for Distribution,Web Address for Ad Copy (Display URL),Record Calls? (Yes/No),Whisper? (Yes/No),Tagline,Business description,Show Hours on Website? (Yes/No),Emergency Services Available 24/7? (Yes/No),Open 24/7? (Yes/No),Monday? ,Monday Open,Monday Closed,Tuesay?,Tuesday Open,Tuesday Closed,Wednesday,Wednesday Open,Wednesday Closed,Thursday?,Thursday Open,Thursday Closed,Friday? ,Friday Open,Friday Closed,Saturday? ,Saturday Open,Saturday Closed,Sunday?,Sunday Open,Sunday Closed,Cash,MasterCard,Visa,Discover,CareCredit,Mobile/Stationary,Area Served Description,Custom Campaign Notes,Include a Name Campaign? (Yes/No),CSC Completed Date,IMS Projected Launch Date,Field Entry,Descroption of Business,URL of Existing Website Containing Copy,Organic Domain,Unique Selling Propositions,Notes,Web Address Client-Side,Web Address for Advertising
Corporate Spend,Ari Katz,Affordable Dentures - Eau Claire,Affordable Dentures,Affordable Dentures,Dentist,Phillip,"R. Douglas, DDS ",ad123@ad123.com,(715) 855-1020,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,4850 Keystone Crossing,White Oak Commons,Eau Claire,WI,54701,Show Full Address,2139,Dentures,logo.png,22147,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-EauClaire.com,affordabledentures-EauClaire.com,Yes,No,"Affordable Dentures - Eau Claire, S.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Eau Claire and opened in 2008. ,Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Eau Claire, WI",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/eau-claire,affordabledentures.com/office/eau-claire,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/eau-claire,affordabledentures-EauClaire.com
Corporate Spend,Ari Katz,Affordable Dentures - Sioux City,Affordable Dentures,Affordable Dentures,Dentist,Carl,"M. Kendrick, Jr., DMD",ad123@ad123.com,(712) 258-5696,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,4121 Gordon Drive,,Sioux City,IA,51106,Show Full Address,2139,Dentures,logo.png,24101,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-SiouxCity.com,affordabledentures-SiouxCity.com,Yes,No,"Affordable Dentures - Sioux City, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Sioux City, IA and opened in 2003. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Sioux City, IA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sioux-city,affordabledentures.com/office/sioux-city,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sioux-city,affordabledentures-SiouxCity.com
Corporate Spend,Ari Katz,Affordable Dentures - Cedar Rapids,Affordable Dentures,Affordable Dentures,Dentist,Janet,"S. Tresnak, DDS ",ad123@ad123.com,(319) 362-7037,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"3135 Wiley Blvd., SW, Suite 104",,Cedar Rapids,IA,52404,Show Full Address,2139,Dentures,logo.png,24105,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-CedarRapids.com,affordabledentures-CedarRapids.com,Yes,No,"Affordable Dentures - Cedar Rapids, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. ,Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Cedar Rapids, IA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/cedar-rapids,affordabledentures.com/office/cedar-rapids,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/cedar-rapids,affordabledentures-CedarRapids.com
Corporate Spend,Ari Katz,Affordable Dentures - Salisbury,Affordable Dentures,Affordable Dentures,Dentist,Lisa,"D. Patrick, DDS ",ad123@ad123.com,(410) 219-5858,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"601 East Naylor Mill Road, Suite E",Mill Pond Village Plaza,Salisbury,MD,21804,Show Full Address,2139,Dentures,logo.png,25108,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Salisbury.com,affordabledentures-Salisbury.com,Yes,No,"Lisa D. Patrick, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Salisbury, MD and opened in 2003.",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Salisbury, MD",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/salisbury,affordabledentures.com/office/salisbury,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/salisbury,affordabledentures-Salisbury.com
Corporate Spend,Ari Katz,Affordable Dentures - Providence,Affordable Dentures,Affordable Dentures,Dentist,Tammy,"Clifford, DDS  ",ad123@ad123.com,(401) 231-4407,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,445 Putnam Pike,Apple Valley Mall,Greenville (office is in Smithfield),RI,2828,Show Full Address,2139,Dentures,logo.png,28115,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Providence.com,affordabledentures-Providence.com,Yes,No,Affordable Dentures - Providence,"Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Greenville, RI and opened in 2005. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Providence, RI",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/providence-greenville,affordabledentures.com/office/providence-greenville,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/providence-greenville,affordabledentures-Providence.com
Corporate Spend,Ari Katz,Affordable Dentures - Myrtle Beach,Affordable Dentures,Affordable Dentures,Dentist,James,"K. Thornton, DMD ",ad123@ad123.com,(843) 448-3810,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"1267 38th Avenue North, Space 219",Plantation Point Plaza,Myrtle Beach,SC,29577,Show Full Address,2139,Dentures,logo.png,30121,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-MyrtleBeach.com,affordabledentures-MyrtleBeach.com,Yes,No,"Affordable Dentures - Myrtle Beach, P. C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Myrtle Beach, SC and opened in 2005. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Myrtle Beach, SC",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/myrtle-beach,affordabledentures.com/office/myrtle-beach,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/myrtle-beach,affordabledentures-MyrtleBeach.com
Corporate Spend,Ari Katz,Affordable Dentures - North Charleston,Affordable Dentures,Affordable Dentures,Dentist,James,"Edward Cauley, DMD ",ad123@ad123.com,(843) 744-8338,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,5711 Rivers Avenue,,North Charleston,SC,29406,Show Full Address,2139,Dentures,logo.png,30152,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Charleston.com,affordabledentures-Charleston.com,Yes,No,"J. E. Cauley, DMD P.C. í_í_í_","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in North Charleston, SC and opened in 1995. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Charleston, SC",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/charleston,affordabledentures.com/office/charleston,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/charleston,affordabledentures-Charleston.com
Corporate Spend,Ari Katz,"Affordable Dentures - Columbia, SC",Affordable Dentures,Affordable Dentures,Dentist,David,"R. Hudnall, DMD ",ad123@ad123.com,(803) 798-2377,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,2123 Broad River Road,,Columbia,SC,29210,Show Full Address,2139,Dentures,logo.png,30153,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-ColumbiaSC.com,affordabledentures-ColumbiaSC.com,Yes,No,"Columbia Denture Center - Columbia, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Columbia, SC.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Columbia, SC",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/columbia1,affordabledentures.com/office/columbia1,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/columbia1,affordabledentures-ColumbiaSC.com
Corporate Spend,Ari Katz,Affordable Dentures - Rock Hill,Affordable Dentures,Affordable Dentures,Dentist,Cemeron,"L. Longstreet, DDS ",ad123@ad123.com,(803) 980-1075,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"2441 Cherry Road, Suite B",Northeast Plaza,Rock Hill,SC,29732,Show Full Address,2139,Dentures,logo.png,30173,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-RockHill.com,affordabledentures-RockHill.com,Yes,No,"Affordable Dentures-Rock Hill, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Rock Hill and opened in 2011.,Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Rock Hill, SC",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/rock-hill,affordabledentures.com/office/rock-hill,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/rock-hill,affordabledentures-RockHill.com
Corporate Spend,Ari Katz,Affordable Dentures - Spokane,Affordable Dentures,Affordable Dentures,Dentist,William,"M. Wilden, DDS ",ad123@ad123.com,(509) 928-6800,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"8901 E. Trent Avenue, Suite 104",Trent & Argonne Plaza,Spokane Valley,WA,99212,Show Full Address,2139,Dentures,logo.png,32128,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Spokane.com,affordabledentures-Spokane.com,Yes,No,"William M. Wilden, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Spokane, WA and opened in 2006. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Spokane, WA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/spokane-spokane-valley,affordabledentures.com/office/spokane-spokane-valley,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/spokane-spokane-valley,affordabledentures-Spokane.com
Corporate Spend,Ari Katz,Affordable Dentures - Tacoma,Affordable Dentures,Affordable Dentures,Dentist,Beverly,"Goodman, DDS  ",ad123@ad123.com,(253) 475-9015,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"3801 S. Steele Street, Suite D",Rainier Place Shopping Center,Tacoma,WA,98409,Show Full Address,2139,Dentures,logo.png,32176,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Tacoma.com,affordabledentures-Tacoma.com,Yes,No,"Beverly Goodman, DDS, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services to patients in Tacoma and surrounding communities. ,Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Tacoma, WA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/tacoma,affordabledentures.com/office/tacoma,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/tacoma,affordabledentures-Tacoma.com
Corporate Spend,Ari Katz,"Affordable Dentures - Burlington, WA",Affordable Dentures,Affordable Dentures,Dentist,Keith,"A. Salvatori, DMD ",ad123@ad123.com,(360) 757-2420,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,2050 Marketplace Drive,Burlington Crossings Shopping Center,Burlington,WA,98233,Show Full Address,2139,Dentures,logo.png,32193,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-BurlingtonWA.com,affordabledentures-BurlingtonWA.com,Yes,No,"Keith Salvatori, DMD, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Burlington and opened in 2012.,Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Burlington, WA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/burlington,affordabledentures.com/office/burlington,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/burlington,affordabledentures-BurlingtonWA.com
Corporate Spend,Ari Katz,Affordable Dentures - Sun City,Affordable Dentures,Affordable Dentures,Dentist,Sibera,"Troy Brannon, DDS ",ad123@ad123.com,(623) 977-5227,"Sponsored, Organic",AdverSite,,"$1,375.00 ",$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,10918 West Bell Road,Bell Camino Shopping Center,Sun City,AZ,85351,Show Full Address,2139,Dentures,logo.png,34135,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-SunCity.com,affordabledentures-SunCity.com,Yes,No,"Affordable Dentures - Sun City, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Sun City, AZ and opened in 2007. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Sun City, AZ",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sun-city,affordabledentures.com/office/sun-city,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sun-city,affordabledentures-SunCity.com
Corporate Spend,Ari Katz,Affordable Dentures - Colorado Springs,Affordable Dentures,Affordable Dentures,Dentist,Mun,"Jun Choi, DDS ",ad123@ad123.com,(719) 635-5705,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"2110 Southgate Road, Suite 200",Broadmoor Towne Center,Colorado Springs,CO,80906,Show Full Address,2139,Dentures,logo.png,36162,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-COSprings.com,affordabledentures-COSprings.com,Yes,No,"Affordable Dentures - Colorado Springs, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Colorado Springs, CO and opened in November 2009.í_ ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"ColoradoSprings, CO",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/colorado-springs,affordabledentures.com/office/colorado-springs,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/colorado-springs,affordabledentures-COSprings.com
Corporate Spend,Ari Katz,Affordable Dentures - Wilsonville,Affordable Dentures,Affordable Dentures,Dentist,Annette,"M. Pearson, DDS ",ad123@ad123.com,(503) 685-9303,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,Wilsonville Town Center,"8229 SW Wilsonville Road, Suite 6AB",Wilsonville,OR,97070,Show Full Address,2139,Dentures,logo.png,37175,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Wilsonville.com,affordabledentures-Wilsonville.com,Yes,No,"Affordable Dentures - Wilsonville, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Wilsonville, OR and opened in 2011.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Wilsonville, OR",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/wilsonville,affordabledentures.com/office/wilsonville,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/wilsonville,affordabledentures-Wilsonville.com
Corporate Spend,Ari Katz,Affordable Dentures - Riverdale,Affordable Dentures,Affordable Dentures,Dentist,Tiana,"Hall, DDS  ",ad123@ad123.com,(801) 334-0515,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"4035 Riverdale Road, Suite C",Riverdale IV Shopping Center,Riverdale,UT,84405,Show Full Address,2139,Dentures,logo.png,38177,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Riverdale.com,affordabledentures-Riverdale.com,Yes,No,"Affordable Dentures-Riverdale, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Riverdale and opened in 2011.,Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Riverdale, UT",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/riverdale,affordabledentures.com/office/riverdale,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/riverdale,affordabledentures-Riverdale.com
Corporate Spend,Ari Katz,Affordable Dentures - American Fork,Affordable Dentures,Affordable Dentures,Dentist,Jeffrey,"David Adams, DMD ",ad123@ad123.com,(801) 756-7676,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"484 North 950 West, Suite C",The Meadows Shopping Center,American Fork,UT,84003,Show Full Address,2139,Dentures,logo.png,38179,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-AmericanFork.com,affordabledentures-AmericanFork.com,Yes,No,"Affordable Dentures-American Fork, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in American Fork and opened in 2011.,Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"American Fork, UT",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/american-fork,affordabledentures.com/office/american-fork,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/american-fork,affordabledentures-AmericanFork.com
Corporate Spend,Ari Katz,Affordable Dentures - Tulsa,Affordable Dentures,Affordable Dentures,Dentist,Changa,"H. Cannon, DDS ",ad123@ad123.com,(918) 446-2700,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,7458 S. Olympia Avenue,Tulsa Hills Shopping Center,Tulsa,OK,74132,Show Full Address,2139,Dentures,logo.png,39178,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Tulsa.com,affordabledentures-Tulsa.com,Yes,No,"Affordable Dentures-Tulsa, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Tulsa, OK and opened in 2011.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Tulsa, OK",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/tulsa,affordabledentures.com/office/tulsa,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/tulsa,affordabledentures-Tulsa.com
